timestamp,symbol,exchange,event_type,price,quantity
2026-08-03 23:28:07,SOLUSDT,BINANCE,TRADE,73.71,1.096
2026-08-03 23:28:07,BTCUSDT,BINANCE,TRADE,63892,0.0445
2026-08-03 23:28:08,ETHUSDT,BINANCE,TRADE,1868.65,0.1768
2026-08-03 23:28:08,BTCUSDT,BINANCE,TRADE,63892,0.08246
2026-08-03 23:28:09,ETHUSDT,BINANCE,TRADE,1868.66,0.1605
2026-08-03 23:28:09,BTCUSDT,BINANCE,TRADE,63892,0.00038
2026-08-03 23:28:09,BTCUSDT,BINANCE,TRADE,63892,0.00153
2026-08-03 23:28:10,ETHUSDT,BINANCE,TRADE,1868.66,0.0424
2026-08-03 23:28:10,BTCUSDT,BINANCE,TRADE,63892,0.00496
2026-08-03 23:28:10,ETHUSDT,BINANCE,TRADE,1868.65,0.0295
2026-08-03 23:28:10,BTCUSDT,BINANCE,TRADE,63892,0.00096
2026-08-03 23:28:12,BTCUSDT,BINANCE,TRADE,63892,0.00015
2026-08-03 23:28:13,BTCUSDT,BINANCE,TRADE,63892,0.00072
2026-08-03 23:28:13,BTCUSDT,BINANCE,TRADE,63892,0.00192
2026-08-03 23:28:14,ETHUSDT,BINANCE,TRADE,1868.66,0.1289
2026-08-03 23:28:14,SOLUSDT,BINANCE,TRADE,73.71,0.191
2026-08-03 23:28:15,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:16,BTCUSDT,BINANCE,TRADE,63892,0.00026
2026-08-03 23:28:16,ETHUSDT,BINANCE,TRADE,1868.65,0.0224
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,2e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,6e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.00048
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.007
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.007
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.00016
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.0015
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.0026
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.00405
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.01011
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.01444
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.01394
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,3e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,5e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.00016
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.00016
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,0.00016
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892.5,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892.6,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892.6,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892.6,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63892.6,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,0.008
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,0.006
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,0.002
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,0.005
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894.3,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894.6,8e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894.9,0.0067
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894.9,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63894.9,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63895,0.0025
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63895.7,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63896,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63896,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63896,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63896,0.008
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63896,0.006
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63896,0.002
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63896,0.005
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63896,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63896,9e-05
2026-08-03 23:28:17,BTCUSDT,BINANCE,TRADE,63896.2,8e-05
